,offer_id,age,income,M,F,O,send_offer
43103,2,45,61000,1,0,0,0
43104,3,45,61000,1,0,0,0
43105,6,45,61000,1,0,0,1
43106,7,45,61000,1,0,0,0
43107,9,45,61000,1,0,0,0
43109,1,72,115000,0,1,0,1
43110,3,72,115000,0,1,0,0
43111,4,72,115000,0,1,0,0
43112,7,72,115000,0,1,0,1
43113,8,72,115000,0,1,0,0
43115,1,35,35000,1,0,0,0
43116,3,35,35000,1,0,0,0
43117,4,35,35000,1,0,0,0
43118,5,35,35000,1,0,0,0
43120,2,66,68000,1,0,0,0
43121,3,66,68000,1,0,0,0
43122,5,66,68000,1,0,0,1
43123,7,66,68000,1,0,0,1
43124,10,66,68000,1,0,0,0
43126,1,72,73000,1,0,0,0
43127,5,72,73000,1,0,0,0
43128,9,72,73000,1,0,0,0
43130,1,67,43000,1,0,0,0
43131,7,67,43000,1,0,0,0
43133,2,57,43000,0,1,0,1
43134,3,57,43000,0,1,0,0
43135,4,57,43000,0,1,0,0
43136,7,57,43000,0,1,0,1
43138,4,45,82000,1,0,0,1
43139,5,45,82000,1,0,0,1
43140,10,45,82000,1,0,0,0
43141,1,38,63000,1,0,0,0
43142,2,38,63000,1,0,0,0
43143,3,38,63000,1,0,0,0
43144,6,38,63000,1,0,0,0
43145,7,38,63000,1,0,0,0
43146,8,38,63000,1,0,0,0
43148,1,50,74000,1,0,0,1
43149,2,50,74000,1,0,0,1
43150,9,50,74000,1,0,0,1
43152,1,59,64000,1,0,0,0
43153,5,59,64000,1,0,0,0
43154,6,59,64000,1,0,0,0
43155,7,59,64000,1,0,0,1
43156,9,59,64000,1,0,0,1
43158,1,77,65000,1,0,0,1
43159,3,77,65000,1,0,0,0
43160,5,77,65000,1,0,0,1
43161,7,77,65000,1,0,0,0
43162,9,77,65000,1,0,0,0
43164,3,66,115000,0,1,0,0
43165,6,66,115000,0,1,0,1
43166,8,66,115000,0,1,0,0
43168,2,42,87000,1,0,0,1
43169,4,42,87000,1,0,0,1
43170,10,42,87000,1,0,0,0
43172,3,70,76000,0,1,0,0
43173,4,70,76000,0,1,0,0
43174,8,70,76000,0,1,0,0
43176,5,21,73000,1,0,0,0
43177,6,21,73000,1,0,0,0
43179,4,26,58000,0,1,0,0
43180,7,26,58000,0,1,0,0
43181,8,26,58000,0,1,0,0
43182,10,26,58000,0,1,0,0
43184,2,66,98000,0,1,0,1
43185,6,66,98000,0,1,0,1
43186,7,66,98000,0,1,0,1
43187,9,66,98000,0,1,0,0
43189,1,20,36000,1,0,0,0
43190,3,20,36000,1,0,0,0
43191,4,20,36000,1,0,0,0
43192,7,20,36000,1,0,0,0
43193,10,20,36000,1,0,0,0
43195,3,87,62000,0,1,0,0
43196,5,87,62000,0,1,0,0
43197,6,87,62000,0,1,0,1
43199,1,46,41000,1,0,0,0
43200,2,46,41000,1,0,0,0
43201,7,46,41000,1,0,0,1
43202,10,46,41000,1,0,0,0
43204,1,75,97000,1,0,0,1
43205,4,75,97000,1,0,0,1
43206,8,75,97000,1,0,0,0
43208,1,77,53000,1,0,0,0
43210,1,55,61000,1,0,0,0
43211,2,55,61000,1,0,0,1
43212,4,55,61000,1,0,0,1
43214,2,60,32000,0,1,0,1
43215,5,60,32000,0,1,0,1
43216,6,60,32000,0,1,0,0
43217,7,60,32000,0,1,0,1
43219,3,43,38000,1,0,0,0
43220,4,43,38000,1,0,0,0
43221,8,43,38000,1,0,0,0
43222,10,43,38000,1,0,0,1
43224,1,35,60000,1,0,0,0
43225,5,35,60000,1,0,0,0
43226,6,35,60000,1,0,0,1
43227,8,35,60000,1,0,0,0
43228,9,35,60000,1,0,0,0
43230,3,59,75000,1,0,0,0
43231,4,59,75000,1,0,0,0
43232,5,59,75000,1,0,0,0
43233,7,59,75000,1,0,0,1
43235,1,57,63000,0,1,0,1
43236,2,57,63000,0,1,0,0
43237,8,57,63000,0,1,0,0
43238,10,57,63000,0,1,0,1
43240,1,48,91000,1,0,0,0
43241,5,48,91000,1,0,0,0
43242,7,48,91000,1,0,0,0
43243,9,48,91000,1,0,0,1
43245,3,55,37000,1,0,0,0
43246,8,55,37000,1,0,0,0
43247,9,55,37000,1,0,0,0
43249,4,74,53000,1,0,0,0
43250,7,74,53000,1,0,0,1
43251,9,74,53000,1,0,0,1
43252,10,74,53000,1,0,0,0
43254,1,19,35000,1,0,0,0
43255,4,19,35000,1,0,0,0
43256,5,19,35000,1,0,0,0
43258,1,39,35000,1,0,0,0
43259,2,39,35000,1,0,0,0
43260,9,39,35000,1,0,0,0
43261,10,39,35000,1,0,0,0
43263,1,84,52000,1,0,0,0
43264,4,84,52000,1,0,0,1
43265,7,84,52000,1,0,0,1
43266,10,84,52000,1,0,0,0
43268,2,57,55000,1,0,0,0
43269,3,57,55000,1,0,0,0
43270,7,57,55000,1,0,0,0
43271,8,57,55000,1,0,0,0
43273,4,30,40000,0,1,0,0
43274,5,30,40000,0,1,0,0
43275,9,30,40000,0,1,0,1
43276,10,30,40000,0,1,0,0
43278,1,28,46000,0,1,0,1
43279,6,28,46000,0,1,0,0
43280,7,28,46000,0,1,0,1
43281,8,28,46000,0,1,0,0
43283,1,44,49000,0,1,0,1
43284,4,44,49000,0,1,0,0
43285,5,44,49000,0,1,0,0
43286,6,44,49000,0,1,0,1
43288,1,21,40000,1,0,0,0
43289,2,21,40000,1,0,0,0
43290,7,21,40000,1,0,0,1
43292,2,44,30000,0,1,0,0
43293,5,44,30000,0,1,0,0
43294,6,44,30000,0,1,0,0
43295,8,44,30000,0,1,0,0
43296,10,44,30000,0,1,0,0
43298,4,54,50000,0,1,0,1
43299,5,54,50000,0,1,0,0
43301,6,36,47000,1,0,0,1
43302,7,36,47000,1,0,0,1
43303,8,36,47000,1,0,0,0
43304,9,36,47000,1,0,0,0
43306,1,67,111000,0,1,0,1
43307,2,67,111000,0,1,0,1
43308,3,67,111000,0,1,0,0
43310,4,52,50000,1,0,0,0
43311,9,52,50000,1,0,0,0
43313,5,41,64000,0,0,1,0
43314,7,41,64000,0,0,1,0
43315,9,41,64000,0,0,1,1
43316,10,41,64000,0,0,1,0
43318,2,87,36000,1,0,0,0
43319,3,87,36000,1,0,0,0
43320,6,87,36000,1,0,0,1
43322,6,55,64000,1,0,0,1
43323,7,55,64000,1,0,0,0
43324,10,55,64000,1,0,0,1
43326,3,22,45000,1,0,0,0
43327,4,22,45000,1,0,0,0
43328,9,22,45000,1,0,0,0
43329,10,22,45000,1,0,0,0
43331,2,49,48000,1,0,0,1
43332,3,49,48000,1,0,0,0
43333,4,49,48000,1,0,0,0
43334,6,49,48000,1,0,0,0
43335,7,49,48000,1,0,0,1
43337,1,40,62000,0,1,0,0
43338,3,40,62000,0,1,0,0
43339,4,40,62000,0,1,0,0
43340,7,40,62000,0,1,0,0
43341,8,40,62000,0,1,0,0
43343,2,49,80000,0,1,0,0
43344,4,49,80000,0,1,0,0
43345,6,49,80000,0,1,0,0
43346,7,49,80000,0,1,0,0
43347,10,49,80000,0,1,0,0
43349,3,40,80000,1,0,0,0
43350,7,40,80000,1,0,0,0
43351,9,40,80000,1,0,0,1
43353,2,38,39000,1,0,0,1
43354,10,38,39000,1,0,0,0
43356,1,26,66000,1,0,0,1
43357,5,26,66000,1,0,0,0
43358,8,26,66000,1,0,0,0
43359,9,26,66000,1,0,0,1
43360,10,26,66000,1,0,0,0
43362,1,61,48000,1,0,0,0
43363,3,61,48000,1,0,0,0
43364,4,61,48000,1,0,0,0
43365,7,61,48000,1,0,0,1
43367,2,69,36000,1,0,0,1
43368,5,69,36000,1,0,0,0
43369,7,69,36000,1,0,0,1
43370,9,69,36000,1,0,0,1
43371,10,69,36000,1,0,0,0
43373,2,57,30000,1,0,0,1
43374,4,57,30000,1,0,0,0
43375,5,57,30000,1,0,0,0
43376,6,57,30000,1,0,0,0
43377,8,57,30000,1,0,0,0
43379,1,73,73000,1,0,0,0
43380,2,73,73000,1,0,0,1
43381,4,73,73000,1,0,0,0
43382,7,73,73000,1,0,0,1
43383,9,73,73000,1,0,0,0
43385,3,44,65000,0,1,0,0
43386,4,44,65000,0,1,0,1
43387,8,44,65000,0,1,0,0
43388,9,44,65000,0,1,0,1
43390,1,25,62000,0,1,0,1
43391,2,25,62000,0,1,0,1
43392,3,25,62000,0,1,0,0
43393,7,25,62000,0,1,0,0
43394,8,25,62000,0,1,0,0
43396,1,37,45000,0,1,0,0
43397,4,37,45000,0,1,0,0
43398,6,37,45000,0,1,0,1
43400,1,69,49000,0,1,0,0
43401,2,69,49000,0,1,0,0
43402,4,69,49000,0,1,0,0
43403,9,69,49000,0,1,0,0
43404,10,69,49000,0,1,0,0
43406,4,47,46000,1,0,0,1
43407,5,47,46000,1,0,0,0
43408,10,47,46000,1,0,0,0
43410,2,43,73000,1,0,0,0
43411,3,43,73000,1,0,0,0
43412,4,43,73000,1,0,0,0
43413,9,43,73000,1,0,0,0
43414,10,43,73000,1,0,0,0
43416,1,85,47000,1,0,0,0
43417,3,85,47000,1,0,0,0
43418,4,85,47000,1,0,0,0
43419,7,85,47000,1,0,0,1
43420,10,85,47000,1,0,0,1
43422,1,32,59000,1,0,0,1
43423,8,32,59000,1,0,0,0
43425,1,34,41000,1,0,0,0
43426,6,34,41000,1,0,0,0
43427,8,34,41000,1,0,0,0
43428,9,34,41000,1,0,0,0
43430,1,63,35000,0,1,0,1
43431,2,63,35000,0,1,0,0
43432,7,63,35000,0,1,0,0
43433,10,63,35000,0,1,0,0
43435,1,57,118000,0,1,0,0
43436,2,57,118000,0,1,0,1
43437,4,57,118000,0,1,0,0
43438,7,57,118000,0,1,0,1
43439,9,57,118000,0,1,0,0
43441,1,44,39000,1,0,0,0
43442,2,44,39000,1,0,0,1
43443,4,44,39000,1,0,0,0
43444,6,44,39000,1,0,0,1
43446,2,50,74000,0,1,0,1
43447,4,50,74000,0,1,0,1
43448,9,50,74000,0,1,0,1
43450,2,65,37000,0,1,0,1
43451,3,65,37000,0,1,0,0
43452,9,65,37000,0,1,0,1
43453,10,65,37000,0,1,0,0
43455,2,62,48000,1,0,0,1
43456,6,62,48000,1,0,0,0
43457,9,62,48000,1,0,0,0
43459,1,42,31000,0,0,1,1
43460,9,42,31000,0,0,1,1
43462,2,55,93000,1,0,0,1
43463,6,55,93000,1,0,0,1
43464,9,55,93000,1,0,0,0
43465,10,55,93000,1,0,0,1
43467,1,56,34000,1,0,0,0
43468,5,56,34000,1,0,0,0
43470,1,73,70000,0,1,0,0
43471,4,73,70000,0,1,0,0
43472,9,73,70000,0,1,0,0
43473,10,73,70000,0,1,0,0
43475,1,26,61000,0,1,0,0
43476,2,26,61000,0,1,0,0
43477,5,26,61000,0,1,0,0
43478,9,26,61000,0,1,0,1
43480,2,58,52000,1,0,0,0
43481,5,58,52000,1,0,0,0
43482,9,58,52000,1,0,0,0
43484,1,61,91000,1,0,0,1
43485,2,61,91000,1,0,0,1
43486,5,61,91000,1,0,0,0
43487,6,61,91000,1,0,0,0
43489,3,71,97000,0,1,0,0
43490,4,71,97000,0,1,0,0
43491,7,71,97000,0,1,0,1
43492,8,71,97000,0,1,0,0
43494,1,72,80000,1,0,0,1
43495,3,72,80000,1,0,0,0
43496,4,72,80000,1,0,0,0
43497,6,72,80000,1,0,0,1
43498,9,72,80000,1,0,0,0
43500,2,54,57000,1,0,0,0
43501,5,54,57000,1,0,0,0
43502,8,54,57000,1,0,0,0
43503,10,54,57000,1,0,0,0
43505,5,60,60000,1,0,0,0
43506,8,60,60000,1,0,0,0
43507,9,60,60000,1,0,0,1
43508,10,60,60000,1,0,0,1
43510,3,59,46000,1,0,0,0
43511,8,59,46000,1,0,0,0
43512,9,59,46000,1,0,0,0
43514,2,75,102000,0,1,0,1
43515,3,75,102000,0,1,0,0
43516,7,75,102000,0,1,0,1
43517,10,75,102000,0,1,0,1
43519,1,79,66000,1,0,0,1
43520,2,79,66000,1,0,0,0
43521,4,79,66000,1,0,0,1
43522,9,79,66000,1,0,0,0
43524,1,40,52000,1,0,0,0
43525,3,40,52000,1,0,0,0
43526,9,40,52000,1,0,0,0
43528,3,49,81000,1,0,0,0
43529,6,49,81000,1,0,0,1
43530,7,49,81000,1,0,0,1
43531,9,49,81000,1,0,0,1
43533,1,50,74000,0,1,0,1
43534,3,50,74000,0,1,0,0
43535,5,50,74000,0,1,0,0
43536,7,50,74000,0,1,0,1
43537,8,50,74000,0,1,0,0
43539,4,63,96000,1,0,0,0
43540,5,63,96000,1,0,0,1
43541,6,63,96000,1,0,0,1
43542,8,63,96000,1,0,0,0
43544,1,28,42000,1,0,0,0
43545,5,28,42000,1,0,0,0
43546,6,28,42000,1,0,0,0
43547,10,28,42000,1,0,0,1
43549,5,31,42000,0,1,0,0
43550,6,31,42000,0,1,0,1
43551,9,31,42000,0,1,0,1
43552,10,31,42000,0,1,0,0
43554,1,52,70000,1,0,0,1
43555,3,52,70000,1,0,0,0
43556,4,52,70000,1,0,0,0
43557,5,52,70000,1,0,0,0
43558,9,52,70000,1,0,0,0
43559,10,52,70000,1,0,0,0
43561,2,61,82000,0,1,0,0
43562,7,61,82000,0,1,0,1
43563,10,61,82000,0,1,0,1
43565,2,66,63000,0,1,0,0
43566,3,66,63000,0,1,0,0
43567,4,66,63000,0,1,0,1
43569,1,44,53000,1,0,0,0
43570,4,44,53000,1,0,0,0
43572,1,54,84000,0,1,0,0
43573,3,54,84000,0,1,0,0
43574,4,54,84000,0,1,0,0
43575,9,54,84000,0,1,0,0
43577,2,34,36000,1,0,0,0
43578,3,34,36000,1,0,0,0
43579,4,34,36000,1,0,0,0
43580,7,34,36000,1,0,0,0
43581,9,34,36000,1,0,0,0
43582,10,34,36000,1,0,0,0
43584,1,31,46000,1,0,0,0
43585,2,31,46000,1,0,0,0
43586,6,31,46000,1,0,0,1
43587,7,31,46000,1,0,0,0
43589,1,27,62000,1,0,0,1
43590,3,27,62000,1,0,0,0
43591,6,27,62000,1,0,0,0
43592,7,27,62000,1,0,0,1
43593,8,27,62000,1,0,0,0
43595,1,63,55000,1,0,0,0
43596,3,63,55000,1,0,0,0
43597,4,63,55000,1,0,0,0
43598,6,63,55000,1,0,0,0
43600,1,46,71000,1,0,0,0
43601,3,46,71000,1,0,0,0
43602,4,46,71000,1,0,0,0
43603,7,46,71000,1,0,0,0
43605,2,49,40000,1,0,0,1
43606,4,49,40000,1,0,0,1
43607,8,49,40000,1,0,0,0
43608,9,49,40000,1,0,0,0
43610,1,35,30000,1,0,0,0
43611,3,35,30000,1,0,0,0
43612,7,35,30000,1,0,0,1
43613,8,35,30000,1,0,0,0
43615,2,61,34000,1,0,0,0
43616,7,61,34000,1,0,0,0
43617,8,61,34000,1,0,0,0
43618,10,61,34000,1,0,0,0
43620,1,46,88000,1,0,0,0
43621,4,46,88000,1,0,0,1
43622,9,46,88000,1,0,0,0
43624,3,59,37000,1,0,0,0
43625,5,59,37000,1,0,0,0
43626,9,59,37000,1,0,0,0
43628,3,21,50000,0,1,0,0
43629,4,21,50000,0,1,0,0
43630,5,21,50000,0,1,0,0
43632,1,61,69000,0,1,0,0
43633,3,61,69000,0,1,0,0
43634,6,61,69000,0,1,0,1
43635,7,61,69000,0,1,0,1
43636,9,61,69000,0,1,0,1
43638,4,55,35000,1,0,0,1
43639,6,55,35000,1,0,0,1
43640,7,55,35000,1,0,0,1
43641,8,55,35000,1,0,0,0
43642,9,55,35000,1,0,0,1
43644,3,65,52000,1,0,0,0
43645,4,65,52000,1,0,0,0
43646,8,65,52000,1,0,0,0
43647,10,65,52000,1,0,0,0
43649,1,95,32000,0,1,0,0
43650,4,95,32000,0,1,0,1
43651,7,95,32000,0,1,0,1
43652,9,95,32000,0,1,0,1
43654,1,44,79000,0,1,0,1
43655,7,44,79000,0,1,0,1
43656,8,44,79000,0,1,0,0
43658,1,58,66000,0,1,0,0
43659,2,58,66000,0,1,0,0
43660,3,58,66000,0,1,0,0
43661,7,58,66000,0,1,0,1
43662,9,58,66000,0,1,0,0
43664,4,53,34000,1,0,0,0
43665,5,53,34000,1,0,0,0
43666,8,53,34000,1,0,0,0
43668,5,66,70000,1,0,0,0
43669,9,66,70000,1,0,0,0
43670,10,66,70000,1,0,0,0
43672,3,66,77000,1,0,0,0
43673,7,66,77000,1,0,0,1
43674,9,66,77000,1,0,0,0
43676,6,76,94000,1,0,0,1
43677,8,76,94000,1,0,0,0
43678,9,76,94000,1,0,0,1
43679,10,76,94000,1,0,0,1
43681,1,52,84000,0,1,0,1
43682,2,52,84000,0,1,0,1
43683,8,52,84000,0,1,0,0
43684,3,42,86000,1,0,0,0
43685,7,42,86000,1,0,0,0
43686,9,42,86000,1,0,0,0
43687,10,42,86000,1,0,0,0
43689,2,39,49000,1,0,0,1
43690,8,39,49000,1,0,0,0
43691,10,39,49000,1,0,0,1
43693,3,57,106000,0,1,0,0
43694,5,57,106000,0,1,0,0
43695,6,57,106000,0,1,0,0
43696,7,57,106000,0,1,0,1
43697,9,57,106000,0,1,0,1
43699,1,68,51000,1,0,0,0
43700,3,68,51000,1,0,0,0
43701,5,68,51000,1,0,0,0
43702,6,68,51000,1,0,0,1
43703,7,68,51000,1,0,0,1
43705,1,30,31000,0,1,0,0
43706,4,30,31000,0,1,0,0
43707,5,30,31000,0,1,0,0
43708,6,30,31000,0,1,0,0
43710,1,18,53000,1,0,0,1
43711,6,18,53000,1,0,0,1
43712,7,18,53000,1,0,0,1
43713,8,18,53000,1,0,0,0
43714,9,18,53000,1,0,0,1
43715,1,52,111000,1,0,0,0
43716,2,52,111000,1,0,0,0
43717,3,52,111000,1,0,0,0
43718,6,52,111000,1,0,0,0
43719,7,52,111000,1,0,0,0
43721,1,67,90000,1,0,0,1
43722,2,67,90000,1,0,0,1
43723,3,67,90000,1,0,0,0
43724,7,67,90000,1,0,0,1
43726,5,49,62000,1,0,0,0
43727,6,49,62000,1,0,0,0
43728,8,49,62000,1,0,0,0
43729,10,49,62000,1,0,0,0
43730,3,36,43000,1,0,0,0
43731,5,36,43000,1,0,0,0
43732,10,36,43000,1,0,0,0
43734,4,53,79000,0,1,0,1
43735,5,53,79000,0,1,0,0
43736,9,53,79000,0,1,0,0
43737,10,53,79000,0,1,0,0
43739,1,38,44000,1,0,0,0
43740,2,38,44000,1,0,0,0
43741,6,38,44000,1,0,0,1
43742,7,38,44000,1,0,0,1
43743,9,38,44000,1,0,0,0
43744,10,38,44000,1,0,0,0
43745,1,88,86000,0,1,0,0
43746,6,88,86000,0,1,0,0
43747,8,88,86000,0,1,0,0
43749,3,65,103000,0,1,0,0
43750,4,65,103000,0,1,0,0
43751,5,65,103000,0,1,0,0
43752,6,65,103000,0,1,0,1
43753,7,65,103000,0,1,0,1
43754,10,65,103000,0,1,0,1
43756,1,71,83000,1,0,0,0
43757,3,71,83000,1,0,0,0
43758,5,71,83000,1,0,0,0
43759,6,71,83000,1,0,0,1
43761,1,44,72000,1,0,0,1
43762,6,44,72000,1,0,0,1
43763,7,44,72000,1,0,0,1
43764,10,44,72000,1,0,0,0
43766,5,48,36000,1,0,0,0
43767,7,48,36000,1,0,0,0
43768,10,48,36000,1,0,0,0
43770,2,49,113000,0,1,0,1
43771,5,49,113000,0,1,0,0
43773,2,63,49000,1,0,0,0
43774,4,63,49000,1,0,0,0
43775,8,63,49000,1,0,0,0
43777,6,69,61000,1,0,0,1
43778,7,69,61000,1,0,0,0
43779,8,69,61000,1,0,0,0
43780,10,69,61000,1,0,0,1
43782,1,59,106000,1,0,0,0
43783,6,59,106000,1,0,0,1
43784,7,59,106000,1,0,0,1
43786,5,72,55000,1,0,0,0
43787,7,72,55000,1,0,0,1
43788,9,72,55000,1,0,0,1
43789,10,72,55000,1,0,0,0
43791,2,69,45000,1,0,0,0
43792,7,69,45000,1,0,0,0
43793,9,69,45000,1,0,0,0
43795,2,65,63000,1,0,0,0
43796,3,65,63000,1,0,0,0
43797,6,65,63000,1,0,0,0
43798,7,65,63000,1,0,0,0
43799,9,65,63000,1,0,0,0
43801,3,58,95000,0,1,0,0
43802,5,58,95000,0,1,0,0
43803,7,58,95000,0,1,0,1
43804,9,58,95000,0,1,0,0
43805,10,58,95000,0,1,0,0
43807,1,46,84000,0,1,0,1
43808,9,46,84000,0,1,0,0
43810,2,30,45000,0,1,0,0
43811,9,30,45000,0,1,0,1
43812,10,30,45000,0,1,0,0
43814,1,53,103000,1,0,0,0
43815,3,53,103000,1,0,0,0
43816,4,53,103000,1,0,0,1
43817,6,53,103000,1,0,0,1
43818,10,53,103000,1,0,0,1
43820,4,61,74000,1,0,0,0
43821,8,61,74000,1,0,0,0
43822,9,61,74000,1,0,0,1
43824,1,58,114000,1,0,0,1
43825,3,58,114000,1,0,0,0
43826,4,58,114000,1,0,0,0
43827,7,58,114000,1,0,0,1
43829,1,65,96000,1,0,0,0
43830,5,65,96000,1,0,0,0
43831,6,65,96000,1,0,0,0
43833,2,72,75000,0,1,0,0
43834,3,72,75000,0,1,0,0
43835,5,72,75000,0,1,0,0
43836,6,72,75000,0,1,0,1
43837,7,72,75000,0,1,0,1
43839,2,68,101000,0,1,0,1
43840,5,68,101000,0,1,0,0
43841,6,68,101000,0,1,0,0
43842,7,68,101000,0,1,0,0
43843,10,68,101000,0,1,0,0
43845,3,52,36000,1,0,0,0
43846,4,52,36000,1,0,0,0
43847,8,52,36000,1,0,0,0
43848,9,52,36000,1,0,0,0
43850,1,63,44000,0,1,0,1
43851,3,63,44000,0,1,0,0
43852,4,63,44000,0,1,0,0
43853,6,63,44000,0,1,0,1
43855,1,76,34000,1,0,0,0
43856,2,76,34000,1,0,0,0
43857,3,76,34000,1,0,0,0
43858,6,76,34000,1,0,0,1
43859,9,76,34000,1,0,0,1
43861,3,57,80000,0,1,0,0
43862,4,57,80000,0,1,0,0
43863,5,57,80000,0,1,0,0
43864,7,57,80000,0,1,0,1
43866,1,53,38000,1,0,0,0
43867,3,53,38000,1,0,0,0
43868,7,53,38000,1,0,0,1
43869,8,53,38000,1,0,0,0
43870,10,53,38000,1,0,0,1
43872,1,55,57000,1,0,0,0
43873,5,55,57000,1,0,0,1
43874,6,55,57000,1,0,0,1
43875,8,55,57000,1,0,0,0
43876,10,55,57000,1,0,0,1
43878,3,84,62000,1,0,0,0
43879,6,84,62000,1,0,0,0
43880,9,84,62000,1,0,0,1
43882,2,57,71000,0,1,0,0
43883,4,57,71000,0,1,0,0
43884,8,57,71000,0,1,0,0
43886,2,62,45000,1,0,0,0
43887,6,62,45000,1,0,0,1
43888,7,62,45000,1,0,0,1
43889,8,62,45000,1,0,0,0
43891,4,50,79000,0,1,0,0
43892,5,50,79000,0,1,0,0
43893,6,50,79000,0,1,0,1
43895,4,36,39000,1,0,0,0
43896,6,36,39000,1,0,0,0
43897,10,36,39000,1,0,0,0
43899,1,64,45000,0,1,0,0
43900,4,64,45000,0,1,0,0
43901,7,64,45000,0,1,0,0
43902,8,64,45000,0,1,0,0
43904,2,52,44000,0,1,0,1
43905,5,52,44000,0,1,0,1
43906,10,52,44000,0,1,0,0
43908,3,58,90000,0,1,0,0
43909,4,58,90000,0,1,0,0
43910,5,58,90000,0,1,0,0
43911,9,58,90000,0,1,0,1
43913,3,65,72000,0,1,0,0
43914,4,65,72000,0,1,0,0
43915,7,65,72000,0,1,0,1
43916,10,65,72000,0,1,0,0
43918,3,53,94000,0,1,0,0
43919,6,53,94000,0,1,0,1
43921,1,19,51000,1,0,0,0
43922,4,19,51000,1,0,0,0
43923,6,19,51000,1,0,0,1
43924,7,19,51000,1,0,0,1
43925,9,19,51000,1,0,0,1
43927,1,51,89000,1,0,0,1
43928,5,51,89000,1,0,0,1
43929,9,51,89000,1,0,0,0
43930,10,51,89000,1,0,0,1
43932,1,72,92000,1,0,0,0
43933,4,72,92000,1,0,0,0
43934,6,72,92000,1,0,0,1
43935,10,72,92000,1,0,0,1
43937,1,62,66000,1,0,0,0
43938,5,62,66000,1,0,0,0
43939,6,62,66000,1,0,0,0
43940,8,62,66000,1,0,0,0
43941,9,62,66000,1,0,0,0
43943,1,91,40000,1,0,0,0
43944,3,91,40000,1,0,0,0
43945,4,91,40000,1,0,0,0
43946,9,91,40000,1,0,0,0
43947,10,91,40000,1,0,0,0
43949,3,81,31000,0,1,0,0
43950,4,81,31000,0,1,0,0
43951,6,81,31000,0,1,0,1
43952,8,81,31000,0,1,0,0
43953,9,81,31000,0,1,0,0
43955,1,48,119000,0,1,0,0
43956,4,48,119000,0,1,0,0
43957,5,48,119000,0,1,0,0
43958,8,48,119000,0,1,0,0
43960,3,94,54000,1,0,0,0
43961,4,94,54000,1,0,0,1
43962,9,94,54000,1,0,0,1
43964,7,36,40000,1,0,0,0
43965,8,36,40000,1,0,0,0
43967,3,47,64000,1,0,0,0
43968,4,47,64000,1,0,0,0
43969,6,47,64000,1,0,0,0
43971,3,81,116000,0,1,0,0
43972,4,81,116000,0,1,0,0
43973,6,81,116000,0,1,0,1
43975,2,49,61000,1,0,0,0
43976,5,49,61000,1,0,0,0
43977,8,49,61000,1,0,0,0
43978,10,49,61000,1,0,0,1
43980,5,56,35000,0,1,0,0
43982,1,52,45000,1,0,0,0
43983,7,52,45000,1,0,0,0
43985,2,41,59000,1,0,0,0
43986,5,41,59000,1,0,0,0
43987,9,41,59000,1,0,0,0
43989,1,59,86000,0,1,0,0
43990,5,59,86000,0,1,0,0
43991,9,59,86000,0,1,0,1
43993,2,51,98000,1,0,0,1
43994,3,51,98000,1,0,0,0
43995,8,51,98000,1,0,0,0
43996,9,51,98000,1,0,0,0
43997,1,48,100000,0,1,0,0
43998,3,48,100000,0,1,0,0
43999,5,48,100000,0,1,0,0
44000,9,48,100000,0,1,0,0
44002,4,41,45000,1,0,0,0
44003,7,41,45000,1,0,0,1
44004,8,41,45000,1,0,0,0
44006,4,18,68000,0,1,0,0
44007,6,18,68000,0,1,0,0
44008,8,18,68000,0,1,0,0
44010,4,45,32000,0,1,0,1
44011,8,45,32000,0,1,0,0
44013,3,58,79000,1,0,0,0
44014,6,58,79000,1,0,0,1
44015,8,58,79000,1,0,0,0
44016,10,58,79000,1,0,0,1
44018,5,59,76000,1,0,0,1
44019,9,59,76000,1,0,0,1
44020,10,59,76000,1,0,0,1
44022,5,52,78000,0,1,0,1
44023,9,52,78000,0,1,0,1
44025,2,52,67000,1,0,0,0
44026,3,52,67000,1,0,0,0
44027,5,52,67000,1,0,0,0
44028,6,52,67000,1,0,0,0
44030,2,21,37000,0,1,0,0
44031,3,21,37000,0,1,0,0
44032,7,21,37000,0,1,0,1
44034,3,42,47000,1,0,0,0
44035,4,42,47000,1,0,0,0
44036,10,42,47000,1,0,0,1
44038,5,92,75000,0,1,0,0
44039,7,92,75000,0,1,0,1
44040,8,92,75000,0,1,0,0
44042,2,41,34000,1,0,0,0
44043,4,41,34000,1,0,0,0
44044,5,41,34000,1,0,0,0
44045,6,41,34000,1,0,0,1
44046,8,41,34000,1,0,0,0
44048,5,39,80000,0,1,0,0
44049,8,39,80000,0,1,0,0
44050,9,39,80000,0,1,0,1
44052,3,54,117000,1,0,0,0
44053,5,54,117000,1,0,0,0
44054,8,54,117000,1,0,0,0
44055,10,54,117000,1,0,0,0
44057,2,80,43000,0,1,0,0
44058,4,80,43000,0,1,0,0
44059,8,80,43000,0,1,0,0
44060,9,80,43000,0,1,0,1
44062,1,44,56000,1,0,0,1
44063,2,44,56000,1,0,0,1
44064,4,44,56000,1,0,0,1
44065,6,44,56000,1,0,0,1
44066,7,44,56000,1,0,0,0
44068,1,43,33000,1,0,0,0
44069,3,43,33000,1,0,0,0
44070,9,43,33000,1,0,0,0
44071,10,43,33000,1,0,0,0
44073,1,57,77000,0,1,0,1
44074,3,57,77000,0,1,0,0
44075,7,57,77000,0,1,0,1
44076,10,57,77000,0,1,0,1
