,customer_id,offer_id,offer_received,offer_viewed,offer_completed,time_received,time_viewed,time_completed,offer_duration
26770,6516,5,2.0,2.0,2.0,168,204,204,240
26771,6516,8,1.0,1.0,0.0,408,408,0,72
26773,6517,4,1.0,1.0,1.0,408,504,540,168
26774,6517,5,1.0,1.0,1.0,576,588,636,240
26775,6517,9,1.0,1.0,0.0,0,48,0,120
26776,6517,10,1.0,1.0,1.0,336,336,336,168
26778,6518,1,2.0,2.0,2.0,336,342,420,168
26779,6518,3,1.0,1.0,0.0,0,24,0,96
26780,6518,8,2.0,1.0,0.0,168,624,0,72
26781,6518,9,1.0,1.0,1.0,504,504,522,120
26783,6519,1,1.0,1.0,0.0,576,630,0,168
26784,6519,2,1.0,1.0,1.0,408,420,528,120
26785,6519,5,2.0,1.0,0.0,168,372,0,240
26786,6519,6,1.0,1.0,1.0,504,504,528,168
26787,6519,10,1.0,0.0,1.0,0,0,42,168
26789,6520,1,1.0,1.0,0.0,168,222,0,168
26790,6520,2,1.0,1.0,0.0,576,576,0,120
26791,6520,4,1.0,0.0,0.0,0,0,0,168
26792,6520,6,1.0,0.0,1.0,504,0,510,168
26793,6520,10,1.0,0.0,0.0,336,0,0,168
26795,6521,1,1.0,1.0,0.0,408,420,0,168
26796,6521,2,1.0,1.0,0.0,0,6,0,120
26797,6521,7,1.0,1.0,1.0,504,582,618,240
26799,6522,1,1.0,1.0,0.0,576,582,0,168
26800,6522,5,1.0,1.0,1.0,168,252,282,240
26801,6522,9,1.0,1.0,1.0,504,522,546,120
26802,6522,10,1.0,0.0,1.0,336,0,426,168
26804,6523,1,1.0,1.0,0.0,168,210,0,168
26805,6523,3,2.0,2.0,0.0,0,30,0,96
26806,6523,5,1.0,0.0,1.0,408,0,546,240
26807,6523,8,1.0,1.0,0.0,504,504,0,72
26809,6524,9,1.0,1.0,0.0,576,588,0,120
26810,6524,10,1.0,0.0,0.0,336,0,0,168
26812,6525,1,1.0,1.0,1.0,408,408,414,168
26813,6525,7,1.0,1.0,1.0,504,516,606,240
26815,6526,5,1.0,1.0,0.0,504,534,0,240
26816,6526,6,1.0,1.0,0.0,336,336,0,168
26817,6526,7,1.0,1.0,1.0,0,18,12,240
26818,6526,8,1.0,1.0,0.0,168,222,0,72
26819,6526,10,1.0,1.0,1.0,408,420,510,168
26821,6527,2,2.0,1.0,2.0,504,606,516,120
26822,6527,5,1.0,0.0,1.0,336,0,420,240
26823,6527,6,1.0,1.0,0.0,168,270,0,168
26824,6527,10,1.0,0.0,1.0,408,0,420,168
26826,6529,2,1.0,1.0,1.0,168,258,288,120
26827,6529,3,1.0,0.0,0.0,576,0,0,96
26828,6529,4,1.0,0.0,1.0,408,0,552,168
26830,6530,2,1.0,1.0,0.0,408,408,0,120
26831,6530,4,2.0,2.0,2.0,168,240,204,168
26832,6530,5,1.0,0.0,0.0,336,0,0,240
26833,6530,10,1.0,0.0,0.0,576,0,0,168
26835,6531,4,2.0,1.0,1.0,336,576,618,168
26836,6531,10,1.0,0.0,0.0,168,0,0,168
26838,6532,6,1.0,1.0,1.0,0,12,132,168
26839,6532,7,1.0,1.0,1.0,168,186,246,240
26840,6532,8,1.0,1.0,0.0,336,336,0,72
26842,6533,3,1.0,1.0,0.0,408,408,0,96
26843,6533,4,1.0,1.0,1.0,168,324,246,168
26844,6533,7,2.0,2.0,0.0,504,558,0,240
26846,6534,2,1.0,1.0,0.0,336,342,0,120
26847,6534,3,2.0,2.0,0.0,168,186,0,96
26848,6534,9,1.0,1.0,1.0,504,528,552,120
26849,6534,10,1.0,1.0,1.0,0,48,120,168
26851,6535,3,1.0,0.0,0.0,168,0,0,96
26852,6535,4,1.0,0.0,1.0,576,0,666,168
26853,6535,7,1.0,1.0,1.0,408,408,546,240
26854,6535,8,2.0,2.0,0.0,0,0,0,72
26855,6535,10,1.0,0.0,1.0,504,0,546,168
26857,6536,3,1.0,0.0,0.0,408,0,0,96
26858,6536,5,1.0,0.0,1.0,336,0,390,240
26859,6536,6,1.0,1.0,1.0,576,648,624,168
26860,6536,7,2.0,2.0,2.0,168,174,234,240
26861,6536,9,1.0,1.0,0.0,0,90,0,120
26863,6537,6,2.0,2.0,2.0,408,414,414,168
26864,6537,7,1.0,1.0,1.0,168,186,210,240
26866,6538,1,1.0,1.0,0.0,504,504,0,168
26867,6538,2,1.0,1.0,1.0,408,420,498,120
26869,6539,4,2.0,1.0,2.0,504,540,510,168
26870,6539,7,1.0,1.0,1.0,336,360,390,240
26871,6539,10,1.0,1.0,1.0,0,24,42,168
26873,6542,1,2.0,2.0,2.0,0,0,18,168
26874,6542,8,1.0,1.0,0.0,576,588,0,72
26875,6542,9,1.0,1.0,1.0,504,504,504,120
26876,6542,10,1.0,1.0,1.0,408,414,414,168
26878,6543,3,1.0,1.0,0.0,576,630,0,96
26879,6543,4,1.0,1.0,0.0,168,312,0,168
26880,6543,7,1.0,1.0,1.0,0,18,18,240
26881,6543,9,1.0,1.0,1.0,408,426,444,120
26882,6543,10,1.0,1.0,1.0,504,504,618,168
26884,6544,4,1.0,1.0,0.0,408,438,0,168
26885,6544,5,2.0,2.0,0.0,0,0,0,240
26886,6544,8,1.0,1.0,0.0,576,648,0,72
26887,6544,9,1.0,1.0,1.0,168,168,216,120
26889,6545,1,1.0,1.0,1.0,336,360,426,168
26890,6545,3,1.0,1.0,0.0,408,414,0,96
26891,6545,5,2.0,2.0,1.0,0,66,108,240
26892,6545,7,1.0,1.0,1.0,168,168,186,240
26893,6545,10,1.0,1.0,1.0,504,516,528,168
26895,6546,2,3.0,3.0,3.0,168,168,198,120
26896,6546,4,1.0,1.0,1.0,408,408,420,168
26897,6546,8,1.0,1.0,0.0,576,582,0,72
26899,6547,2,1.0,1.0,1.0,408,432,432,120
26900,6547,4,2.0,0.0,2.0,0,0,0,168
26901,6547,7,1.0,1.0,1.0,168,198,210,240
26902,6547,8,1.0,1.0,0.0,504,516,0,72
26903,6547,10,1.0,0.0,0.0,576,0,0,168
26905,6548,1,1.0,1.0,0.0,336,360,0,168
26906,6548,3,1.0,0.0,0.0,504,0,0,96
26907,6548,5,1.0,0.0,0.0,0,0,0,240
26908,6548,7,1.0,1.0,1.0,408,408,456,240
26909,6548,8,2.0,2.0,0.0,168,180,0,72
26911,6549,2,1.0,1.0,0.0,0,42,0,120
26912,6549,4,1.0,0.0,0.0,168,0,0,168
26913,6549,5,1.0,1.0,0.0,408,426,0,240
26914,6549,9,1.0,1.0,0.0,504,534,0,120
26916,6550,2,1.0,1.0,0.0,0,0,0,120
26917,6550,3,1.0,1.0,0.0,504,504,0,96
26918,6550,5,2.0,2.0,1.0,336,354,558,240
26919,6550,6,1.0,1.0,0.0,168,168,0,168
26921,6551,1,1.0,1.0,1.0,504,504,576,168
26922,6551,5,1.0,0.0,1.0,0,0,78,240
26923,6551,8,2.0,2.0,0.0,168,180,0,72
26925,6552,3,1.0,1.0,0.0,336,372,0,96
26926,6552,4,1.0,1.0,1.0,0,48,60,168
26927,6552,5,1.0,0.0,1.0,504,0,702,240
26928,6552,8,1.0,1.0,0.0,576,582,0,72
26929,6552,10,2.0,0.0,1.0,168,0,186,168
26931,6553,2,1.0,1.0,0.0,576,600,0,120
26932,6553,3,1.0,0.0,0.0,168,0,0,96
26933,6553,4,3.0,1.0,0.0,0,354,0,168
26934,6553,6,1.0,1.0,0.0,504,504,0,168
26936,6554,3,1.0,0.0,0.0,0,0,0,96
26937,6554,4,1.0,0.0,1.0,168,0,186,168
26938,6554,6,2.0,2.0,2.0,504,546,558,168
26939,6554,9,1.0,1.0,1.0,336,354,414,120
26941,6556,2,1.0,1.0,1.0,0,18,84,120
26942,6556,4,2.0,2.0,1.0,408,426,630,168
26943,6556,6,1.0,1.0,0.0,336,342,0,168
26944,6556,10,1.0,1.0,1.0,168,204,198,168
26946,6557,2,2.0,2.0,0.0,336,426,0,120
26947,6557,7,1.0,1.0,1.0,168,168,204,240
26949,6558,1,3.0,3.0,0.0,0,0,0,168
26950,6558,8,1.0,1.0,0.0,408,450,0,72
26952,6559,6,1.0,1.0,1.0,0,0,18,168
26953,6559,9,1.0,1.0,0.0,168,180,0,120
26955,6560,1,2.0,2.0,2.0,168,246,240,168
26956,6560,5,2.0,0.0,1.0,0,0,594,240
26957,6560,8,2.0,2.0,0.0,336,342,0,72
26959,6561,5,3.0,3.0,1.0,168,210,360,240
26961,6562,1,1.0,1.0,1.0,408,420,420,168
26962,6562,5,1.0,1.0,1.0,168,180,342,240
26963,6562,7,1.0,1.0,1.0,576,588,606,240
26964,6562,9,1.0,1.0,1.0,504,516,510,120
26965,6562,10,1.0,1.0,1.0,0,18,72,168
26966,6563,1,1.0,1.0,0.0,336,336,0,168
26967,6563,4,1.0,1.0,0.0,504,534,0,168
26968,6563,6,1.0,1.0,0.0,408,450,0,168
26969,6563,7,1.0,1.0,0.0,576,594,0,240
26970,6563,9,1.0,1.0,0.0,0,36,0,120
26971,6563,10,1.0,1.0,0.0,168,204,0,168
26973,6564,1,1.0,1.0,1.0,0,12,30,168
26974,6564,6,1.0,1.0,1.0,504,504,576,168
26975,6564,9,1.0,1.0,1.0,336,366,420,120
26976,6564,10,1.0,1.0,1.0,408,414,468,168
26978,6565,3,1.0,0.0,0.0,576,0,0,96
26979,6565,5,1.0,0.0,1.0,336,0,402,240
26980,6565,6,1.0,1.0,0.0,0,54,0,168
26981,6565,9,1.0,1.0,0.0,408,414,0,120
26983,6566,5,1.0,0.0,1.0,336,0,390,240
26984,6566,6,1.0,1.0,1.0,504,546,558,168
26985,6566,7,1.0,1.0,1.0,168,204,240,240
26987,6567,1,2.0,2.0,0.0,0,0,0,168
26988,6567,2,1.0,1.0,0.0,576,618,0,120
26989,6567,3,1.0,0.0,0.0,336,0,0,96
26990,6567,5,1.0,0.0,0.0,408,0,0,240
26991,6567,10,1.0,0.0,0.0,504,0,0,168
26993,6568,5,1.0,0.0,0.0,0,0,0,240
26994,6568,6,1.0,1.0,1.0,504,522,558,168
26995,6568,10,1.0,1.0,1.0,576,594,678,168
26997,6569,5,2.0,1.0,2.0,336,366,384,240
26998,6569,8,2.0,2.0,0.0,168,204,0,72
27000,6570,2,1.0,1.0,0.0,576,630,0,120
27001,6570,3,1.0,1.0,0.0,168,180,0,96
27002,6570,4,1.0,1.0,0.0,504,516,0,168
27003,6570,7,1.0,1.0,0.0,0,12,0,240
27004,6570,9,2.0,1.0,2.0,336,450,366,120
27006,6571,3,1.0,0.0,0.0,336,0,0,96
27007,6571,8,2.0,2.0,0.0,408,444,0,72
27008,6571,10,1.0,1.0,1.0,0,36,72,168
27010,6572,3,2.0,1.0,0.0,336,438,0,96
27011,6572,4,1.0,0.0,0.0,576,0,0,168
27012,6572,8,1.0,0.0,0.0,504,0,0,72
27013,6572,9,1.0,1.0,1.0,168,312,210,120
27014,6572,10,1.0,1.0,1.0,0,18,6,168
27016,6573,1,1.0,1.0,1.0,0,0,0,168
27017,6573,2,1.0,1.0,0.0,168,276,0,120
27018,6573,4,1.0,0.0,0.0,408,0,0,168
27019,6573,6,1.0,1.0,0.0,336,342,0,168
27021,6574,2,1.0,0.0,0.0,408,0,0,120
27022,6574,3,2.0,1.0,0.0,0,48,0,96
27023,6574,4,2.0,1.0,2.0,336,612,348,168
27024,6574,8,1.0,1.0,0.0,504,504,0,72
27026,6575,1,1.0,1.0,0.0,168,174,0,168
27027,6575,3,1.0,1.0,0.0,576,606,0,96
27028,6575,5,1.0,1.0,1.0,408,432,636,240
27029,6575,7,1.0,1.0,1.0,0,0,78,240
27031,6576,1,1.0,1.0,1.0,168,270,174,168
27032,6576,5,1.0,1.0,1.0,0,120,186,240
27033,6576,8,1.0,1.0,0.0,504,504,0,72
27034,6576,10,1.0,1.0,1.0,408,414,504,168
27036,6577,6,1.0,1.0,1.0,408,408,408,168
27037,6577,7,1.0,1.0,1.0,0,6,84,240
27038,6577,8,1.0,1.0,0.0,504,522,0,72
27039,6577,9,1.0,1.0,1.0,336,336,366,120
27041,6578,4,1.0,0.0,1.0,576,0,588,168
27042,6578,6,2.0,2.0,2.0,168,168,186,168
27043,6578,8,1.0,1.0,0.0,336,342,0,72
27044,6578,9,1.0,1.0,1.0,0,18,18,120
27046,6579,6,2.0,2.0,2.0,408,462,480,168
27047,6579,8,1.0,1.0,0.0,0,72,0,72
27048,6579,10,1.0,0.0,1.0,336,0,480,168
27050,6580,1,1.0,1.0,1.0,576,576,612,168
27051,6580,2,1.0,1.0,1.0,504,504,612,120
27052,6580,6,1.0,1.0,0.0,336,366,0,168
27053,6580,8,1.0,1.0,0.0,0,24,0,72
27055,6581,5,2.0,0.0,0.0,0,0,0,240
27056,6581,6,1.0,1.0,1.0,336,336,438,168
27057,6581,10,1.0,1.0,1.0,408,414,438,168
27059,6582,2,1.0,1.0,0.0,504,558,0,120
27060,6582,6,1.0,1.0,0.0,168,210,0,168
27061,6582,7,1.0,1.0,0.0,336,378,0,240
27062,6582,8,1.0,1.0,0.0,408,444,0,72
27063,6582,10,1.0,0.0,0.0,0,0,0,168
27065,6583,3,1.0,0.0,0.0,0,0,0,96
27066,6583,4,1.0,1.0,0.0,576,684,0,168
27067,6583,10,1.0,1.0,0.0,168,270,0,168
27069,6584,5,1.0,0.0,1.0,0,0,114,240
27070,6584,6,3.0,2.0,3.0,168,198,228,168
27071,6584,7,1.0,1.0,1.0,336,372,384,240
27073,6585,4,1.0,1.0,1.0,504,540,564,168
27074,6585,5,2.0,2.0,2.0,168,192,270,240
27075,6585,6,1.0,1.0,1.0,576,582,600,168
27077,6587,5,1.0,1.0,1.0,168,186,318,240
27078,6587,6,2.0,2.0,2.0,504,546,594,168
27079,6587,7,1.0,1.0,1.0,408,426,444,240
27080,6587,9,1.0,1.0,0.0,0,6,0,120
27082,6588,2,1.0,1.0,0.0,168,234,0,120
27083,6588,6,1.0,1.0,1.0,336,348,486,168
27084,6588,8,1.0,1.0,0.0,576,588,0,72
27086,6589,1,1.0,0.0,1.0,408,0,492,168
27087,6589,2,1.0,1.0,1.0,0,0,12,120
27088,6589,6,2.0,2.0,2.0,168,174,210,168
27089,6589,7,1.0,1.0,1.0,336,342,360,240
27090,6589,8,1.0,1.0,0.0,504,510,0,72
27092,6591,2,2.0,2.0,2.0,0,0,72,120
27093,6591,5,1.0,0.0,1.0,336,0,492,240
27094,6591,6,1.0,1.0,1.0,408,408,492,168
27095,6591,8,1.0,1.0,0.0,576,582,0,72
27096,6591,10,1.0,1.0,0.0,168,168,0,168
27098,6592,2,1.0,1.0,0.0,168,192,0,120
27099,6592,3,1.0,1.0,0.0,504,510,0,96
27100,6592,4,1.0,1.0,0.0,408,408,0,168
27101,6592,5,1.0,1.0,1.0,336,390,342,240
27103,6594,4,1.0,0.0,1.0,336,0,444,168
27104,6594,8,1.0,1.0,0.0,408,408,0,72
27105,6594,9,1.0,1.0,1.0,576,582,588,120
27107,6595,2,1.0,1.0,0.0,504,516,0,120
27108,6595,3,1.0,0.0,0.0,576,0,0,96
27109,6595,7,2.0,2.0,1.0,168,168,174,240
27110,6595,8,1.0,1.0,0.0,0,0,0,72
27111,6595,9,1.0,1.0,1.0,336,402,384,120
27113,6596,3,2.0,2.0,0.0,0,6,0,96
27114,6596,4,1.0,1.0,0.0,168,282,0,168
27115,6596,5,1.0,0.0,0.0,504,0,0,240
27116,6596,6,1.0,1.0,1.0,336,360,432,168
27117,6596,9,1.0,1.0,0.0,576,606,0,120
27119,6597,3,2.0,0.0,0.0,0,0,0,96
27120,6597,9,2.0,2.0,1.0,168,204,444,120
27122,6598,2,1.0,1.0,1.0,0,24,114,120
27123,6598,3,1.0,1.0,0.0,576,618,0,96
27124,6598,5,2.0,2.0,2.0,336,390,456,240
27125,6598,6,1.0,1.0,1.0,504,504,516,168
27127,6599,1,1.0,1.0,0.0,504,552,0,168
27128,6599,3,3.0,2.0,0.0,336,468,0,96
27130,6600,1,1.0,1.0,0.0,336,396,0,168
27131,6600,2,1.0,1.0,0.0,504,528,0,120
27132,6600,5,1.0,0.0,0.0,168,0,0,240
27133,6600,7,2.0,2.0,0.0,408,432,0,240
27134,6600,10,1.0,0.0,0.0,0,0,0,168
27136,6601,2,1.0,1.0,0.0,336,342,0,120
27137,6601,4,2.0,1.0,1.0,0,12,48,168
27138,6601,7,2.0,2.0,2.0,168,222,270,240
27140,6602,4,2.0,1.0,2.0,168,222,186,168
27141,6602,5,1.0,0.0,0.0,576,0,0,240
27142,6602,9,2.0,2.0,2.0,0,48,78,120
27144,6603,2,1.0,1.0,1.0,576,576,606,120
27145,6603,5,2.0,0.0,2.0,336,0,444,240
27146,6603,6,1.0,0.0,1.0,504,0,564,168
27147,6603,8,1.0,1.0,0.0,168,168,0,72
27149,6604,1,1.0,1.0,1.0,576,576,660,168
27150,6604,5,1.0,1.0,0.0,408,498,0,240
27151,6604,7,1.0,1.0,1.0,168,186,240,240
27152,6604,8,1.0,1.0,0.0,0,24,0,72
27153,6604,9,1.0,1.0,1.0,336,342,354,120
27155,6605,3,1.0,1.0,0.0,576,666,0,96
27156,6605,6,1.0,1.0,1.0,336,360,360,168
27157,6605,8,1.0,1.0,0.0,168,174,0,72
27159,6607,2,1.0,1.0,0.0,0,0,0,120
27160,6607,3,1.0,1.0,0.0,504,588,0,96
27161,6607,4,1.0,0.0,1.0,408,0,504,168
27162,6607,5,1.0,0.0,0.0,168,0,0,240
27164,6608,3,1.0,1.0,0.0,576,582,0,96
27165,6608,7,1.0,1.0,1.0,336,336,474,240
27166,6608,10,1.0,1.0,0.0,0,6,0,168
27168,6609,4,2.0,2.0,2.0,168,168,168,168
27169,6609,5,1.0,1.0,1.0,576,594,618,240
27170,6609,8,1.0,1.0,0.0,408,414,0,72
27171,6609,9,1.0,1.0,1.0,0,18,30,120
27173,6610,2,1.0,1.0,1.0,576,588,642,120
27174,6610,3,1.0,1.0,0.0,408,426,0,96
27175,6610,5,1.0,0.0,0.0,0,0,0,240
27176,6610,6,1.0,1.0,0.0,336,372,0,168
27177,6610,8,2.0,1.0,0.0,168,192,0,72
27179,6612,3,1.0,0.0,0.0,168,0,0,96
27180,6612,7,1.0,1.0,1.0,336,342,426,240
27181,6612,8,1.0,1.0,0.0,504,534,0,72
27182,6612,9,1.0,1.0,1.0,576,588,576,120
27183,6612,10,1.0,0.0,1.0,408,0,456,168
27185,6613,3,1.0,1.0,0.0,576,588,0,96
27186,6613,4,1.0,1.0,1.0,504,564,576,168
27187,6613,7,1.0,1.0,1.0,336,336,420,240
27188,6613,10,2.0,1.0,2.0,168,180,216,168
27190,6614,5,1.0,1.0,1.0,408,516,432,240
27191,6614,7,1.0,1.0,1.0,576,624,588,240
27192,6614,9,2.0,2.0,2.0,0,6,6,120
27193,6614,10,1.0,1.0,1.0,168,240,246,168
27195,6615,1,1.0,1.0,0.0,576,618,0,168
27196,6615,3,1.0,0.0,0.0,408,0,0,96
27197,6615,4,2.0,0.0,0.0,168,0,0,168
27198,6615,6,1.0,1.0,0.0,336,342,0,168
27200,6616,2,2.0,2.0,1.0,408,444,600,120
27201,6616,3,1.0,0.0,0.0,336,0,0,96
27202,6616,6,1.0,1.0,1.0,168,192,270,168
27204,6617,1,1.0,1.0,1.0,408,420,432,168
27205,6617,6,1.0,1.0,1.0,168,174,192,168
27206,6617,7,1.0,1.0,1.0,576,576,600,240
27207,6617,8,1.0,1.0,0.0,336,366,0,72
27209,6618,1,1.0,1.0,1.0,504,516,552,168
27210,6618,4,2.0,0.0,2.0,168,0,192,168
27211,6618,6,1.0,1.0,1.0,576,600,594,168
27212,6618,10,1.0,0.0,1.0,0,0,156,168
27214,6619,2,1.0,1.0,1.0,336,342,336,120
27215,6619,4,2.0,2.0,1.0,408,528,690,168
27216,6619,6,1.0,1.0,1.0,168,186,336,168
27217,6619,10,1.0,0.0,1.0,0,0,120,168
27219,6620,1,1.0,1.0,1.0,408,408,552,168
27220,6620,2,1.0,1.0,1.0,168,180,240,120
27221,6620,6,3.0,3.0,3.0,0,30,96,168
27222,6620,9,1.0,1.0,1.0,504,522,522,120
27224,6622,2,2.0,2.0,0.0,0,12,0,120
27225,6622,4,1.0,0.0,0.0,336,0,0,168
27226,6622,6,2.0,2.0,2.0,408,414,504,168
27227,6622,7,1.0,1.0,1.0,504,522,570,240
27229,6624,5,1.0,0.0,0.0,336,0,0,240
27230,6624,10,1.0,0.0,1.0,504,0,600,168
27232,6625,3,1.0,0.0,0.0,408,0,0,96
27233,6625,4,1.0,1.0,0.0,504,594,0,168
27234,6625,6,1.0,1.0,0.0,168,168,0,168
27236,6626,2,2.0,2.0,1.0,504,516,678,120
27237,6626,3,1.0,1.0,0.0,408,408,0,96
27238,6626,8,1.0,1.0,0.0,0,120,0,72
27239,6626,9,1.0,1.0,1.0,336,348,378,120
27241,6627,2,1.0,0.0,1.0,336,0,414,120
27242,6627,3,2.0,1.0,0.0,0,306,0,96
27243,6627,5,1.0,0.0,1.0,408,0,414,240
27244,6627,7,1.0,1.0,1.0,576,600,612,240
27245,6627,8,1.0,0.0,0.0,504,0,0,72
27247,6628,1,1.0,1.0,1.0,0,54,60,168
27248,6628,4,1.0,1.0,1.0,504,564,570,168
27249,6628,6,1.0,1.0,1.0,336,342,378,168
27250,6628,8,1.0,1.0,0.0,576,576,0,72
27252,6629,1,2.0,2.0,1.0,408,444,480,168
27253,6629,5,1.0,1.0,1.0,336,354,480,240
27254,6629,8,1.0,1.0,0.0,576,588,0,72
27256,6630,5,1.0,0.0,1.0,408,0,642,240
27257,6630,6,1.0,1.0,1.0,576,630,612,168
27258,6630,7,1.0,1.0,1.0,168,168,186,240
27260,6632,2,1.0,1.0,0.0,168,192,0,120
27261,6632,4,1.0,0.0,0.0,504,0,0,168
27262,6632,8,1.0,1.0,0.0,336,336,0,72
27264,6633,3,1.0,1.0,0.0,0,156,0,96
27265,6633,7,1.0,1.0,1.0,408,444,456,240
27266,6633,8,2.0,2.0,0.0,168,198,0,72
27267,6633,9,1.0,1.0,1.0,336,348,366,120
27269,6634,1,1.0,1.0,0.0,336,390,0,168
27270,6634,2,1.0,1.0,0.0,0,48,0,120
27271,6634,3,1.0,0.0,0.0,408,0,0,96
27272,6634,9,1.0,1.0,0.0,504,552,0,120
27273,6634,10,1.0,1.0,1.0,168,186,300,168
27275,6635,3,1.0,0.0,0.0,336,0,0,96
27276,6635,6,2.0,2.0,2.0,504,516,552,168
27277,6635,7,1.0,0.0,1.0,168,0,222,240
27278,6635,9,1.0,1.0,0.0,0,0,0,120
27279,6635,10,1.0,0.0,1.0,408,0,552,168
27281,6637,1,2.0,2.0,2.0,168,168,198,168
27282,6637,5,1.0,1.0,1.0,576,642,672,240
27283,6637,8,1.0,1.0,0.0,0,24,0,72
27285,6638,5,1.0,0.0,0.0,408,0,0,240
27286,6638,8,1.0,1.0,0.0,504,522,0,72
27288,6639,3,1.0,1.0,0.0,168,204,0,96
27289,6639,4,1.0,0.0,1.0,576,0,642,168
27290,6639,5,1.0,0.0,0.0,336,0,0,240
27291,6639,8,2.0,2.0,0.0,408,408,0,72
27293,6640,6,2.0,2.0,2.0,0,12,36,168
27295,6641,1,1.0,1.0,1.0,168,204,228,168
27296,6641,2,1.0,0.0,0.0,336,0,0,120
27297,6641,3,2.0,1.0,0.0,0,630,0,96
27298,6641,4,1.0,1.0,1.0,504,534,516,168
27299,6641,7,1.0,1.0,1.0,408,408,462,240
27301,6642,1,2.0,2.0,0.0,408,408,0,168
27302,6642,3,1.0,0.0,0.0,504,0,0,96
27303,6642,4,1.0,0.0,0.0,168,0,0,168
27304,6642,6,1.0,0.0,0.0,336,0,0,168
27306,6643,1,1.0,1.0,0.0,336,336,0,168
27307,6643,4,2.0,2.0,1.0,168,174,666,168
27308,6643,6,1.0,1.0,0.0,0,30,0,168
27309,6643,7,1.0,1.0,1.0,504,510,666,240
27311,6644,4,1.0,0.0,1.0,504,0,618,168
27312,6644,5,1.0,0.0,1.0,408,0,618,240
27313,6644,6,1.0,1.0,1.0,168,180,192,168
27314,6644,8,1.0,1.0,0.0,0,12,0,72
27316,6647,2,2.0,2.0,0.0,336,360,0,120
27317,6647,3,1.0,1.0,0.0,168,306,0,96
27318,6647,4,1.0,1.0,1.0,0,90,96,168
27319,6647,7,1.0,1.0,1.0,504,552,594,240
27321,6648,5,1.0,1.0,1.0,168,174,300,240
27322,6648,6,1.0,1.0,1.0,504,504,582,168
27323,6648,7,1.0,1.0,1.0,408,414,420,240
27324,6648,9,1.0,1.0,1.0,336,336,348,120
27326,6649,1,1.0,1.0,0.0,0,162,0,168
27327,6649,6,1.0,1.0,0.0,576,576,0,168
27328,6649,9,1.0,1.0,0.0,336,342,0,120
27330,6650,2,1.0,1.0,1.0,168,186,192,120
27331,6650,6,2.0,2.0,1.0,0,0,474,168
27332,6650,7,2.0,2.0,2.0,336,336,474,240
27333,6650,10,1.0,1.0,1.0,504,528,594,168
27335,6651,4,1.0,1.0,1.0,504,546,546,168
27336,6651,5,1.0,0.0,1.0,0,0,198,240
27337,6651,6,1.0,1.0,1.0,408,414,438,168
27338,6651,10,1.0,1.0,1.0,168,168,198,168
27340,6652,3,2.0,1.0,0.0,0,72,0,96
27341,6652,9,1.0,1.0,1.0,504,546,582,120
27342,6652,10,1.0,0.0,1.0,336,0,462,168
27344,6653,2,2.0,2.0,0.0,336,372,0,120
27345,6653,9,1.0,1.0,0.0,504,582,0,120
27346,6653,10,1.0,0.0,1.0,0,0,78,168
27348,6654,3,2.0,0.0,0.0,0,0,0,96
27349,6654,6,1.0,1.0,1.0,336,342,348,168
27350,6654,7,1.0,1.0,1.0,408,420,438,240
27352,6655,1,1.0,1.0,0.0,504,504,0,168
27353,6655,2,1.0,1.0,1.0,336,336,444,120
27354,6655,4,1.0,0.0,1.0,0,0,156,168
27355,6655,5,1.0,0.0,1.0,408,0,444,240
27356,6655,6,1.0,1.0,1.0,168,198,180,168
27357,6655,10,1.0,1.0,0.0,576,588,0,168
27359,6656,1,1.0,0.0,0.0,504,0,0,168
27360,6656,2,1.0,1.0,1.0,0,0,18,120
27361,6656,3,1.0,1.0,0.0,336,336,0,96
27363,6657,2,1.0,1.0,1.0,408,414,504,120
27364,6657,5,1.0,0.0,1.0,336,0,504,240
27365,6657,8,1.0,1.0,0.0,504,504,0,72
27367,6658,1,1.0,1.0,1.0,504,546,558,168
27368,6658,3,1.0,1.0,0.0,336,384,0,96
27369,6658,4,1.0,1.0,1.0,168,204,252,168
27370,6658,5,1.0,0.0,1.0,408,0,582,240
27371,6658,9,1.0,1.0,1.0,576,576,582,120
27373,6659,1,1.0,0.0,1.0,0,0,12,168
27374,6659,3,2.0,2.0,0.0,168,252,0,96
27375,6659,5,1.0,1.0,0.0,576,594,0,240
27376,6659,7,1.0,1.0,1.0,408,420,582,240
27377,6659,9,1.0,1.0,1.0,504,510,582,120
27379,6660,2,1.0,1.0,1.0,0,60,48,120
27380,6660,4,2.0,0.0,1.0,408,0,438,168
27381,6660,6,1.0,1.0,1.0,576,600,678,168
27382,6660,9,1.0,1.0,1.0,336,390,354,120
27384,6661,4,2.0,2.0,2.0,408,456,510,168
27385,6661,8,2.0,2.0,0.0,0,0,0,72
27387,6662,4,1.0,0.0,0.0,0,0,0,168
27388,6662,7,1.0,1.0,0.0,336,336,0,240
27389,6662,8,2.0,2.0,0.0,168,186,0,72
27390,6662,10,1.0,0.0,0.0,408,0,0,168
27392,6663,1,1.0,1.0,1.0,168,174,240,168
27393,6663,5,1.0,0.0,1.0,336,0,552,240
27394,6663,6,1.0,1.0,1.0,576,582,624,168
27395,6663,8,1.0,1.0,0.0,504,504,0,72
27396,6663,9,1.0,1.0,1.0,0,0,108,120
27397,6663,10,1.0,1.0,1.0,408,468,492,168
27399,6664,6,1.0,1.0,0.0,168,168,0,168
