,customer_id,age,became_member_on,income,F,M,O
8263,8263,61,02/08/2017,117000.0,0,1,0
8264,8264,69,06/02/2017,71000.0,0,1,0
8265,8265,77,01/01/2016,46000.0,1,0,0
8266,8266,65,29/04/2018,81000.0,1,0,0
8267,8267,58,21/06/2018,71000.0,1,0,0
8268,8268,33,28/07/2017,40000.0,1,0,0
8269,8269,32,04/04/2018,54000.0,1,0,0
8270,8270,75,13/06/2017,60000.0,1,0,0
8272,8272,81,21/06/2018,74000.0,0,1,0
8273,8273,60,24/11/2017,83000.0,1,0,0
8274,8274,64,31/10/2017,71000.0,1,0,0
8275,8275,37,08/02/2016,51000.0,0,1,0
8276,8276,52,01/12/2015,84000.0,0,0,1
8277,8277,42,16/02/2018,74000.0,0,1,0
8278,8278,20,31/07/2017,48000.0,1,0,0
8279,8279,27,17/11/2017,66000.0,0,1,0
8280,8280,71,18/04/2018,86000.0,0,0,1
8281,8281,37,19/02/2018,69000.0,0,1,0
8282,8282,74,18/08/2017,50000.0,1,0,0
8283,8283,65,02/09/2017,89000.0,1,0,0
8285,8285,48,03/02/2018,96000.0,1,0,0
8286,8286,43,14/11/2016,45000.0,0,1,0
8287,8287,55,13/12/2017,77000.0,1,0,0
8288,8288,67,19/09/2017,62000.0,0,1,0
8289,8289,56,03/07/2016,57000.0,1,0,0
8290,8290,39,15/10/2013,36000.0,0,1,0
8291,8291,78,29/12/2013,57000.0,0,1,0
8292,8292,44,22/02/2018,51000.0,0,1,0
8293,8293,69,15/05/2018,57000.0,0,1,0
8294,8294,31,04/09/2015,40000.0,0,1,0
8295,8295,50,25/08/2017,73000.0,1,0,0
8296,8296,64,03/07/2017,98000.0,0,1,0
8297,8297,54,04/02/2018,53000.0,0,1,0
8299,8299,44,15/09/2014,60000.0,0,1,0
8300,8300,54,04/07/2017,74000.0,1,0,0
8304,8304,65,22/07/2018,32000.0,0,1,0
8305,8305,56,01/10/2016,83000.0,1,0,0
8306,8306,81,14/12/2017,81000.0,0,1,0
8307,8307,75,15/04/2017,87000.0,0,1,0
8308,8308,46,25/08/2017,56000.0,0,1,0
8309,8309,62,25/05/2016,63000.0,0,1,0
8310,8310,27,09/11/2017,35000.0,0,1,0
8312,8312,67,27/11/2017,42000.0,1,0,0
8313,8313,34,28/11/2017,51000.0,0,1,0
8314,8314,68,28/04/2018,55000.0,0,1,0
8315,8315,47,20/12/2014,44000.0,0,1,0
8316,8316,67,26/11/2016,93000.0,0,1,0
8317,8317,19,30/08/2017,70000.0,0,1,0
8318,8318,57,05/03/2018,46000.0,0,1,0
8319,8319,52,05/08/2015,94000.0,0,1,0
8320,8320,58,01/03/2018,48000.0,0,1,0
8321,8321,30,05/02/2018,54000.0,1,0,0
8322,8322,57,01/09/2015,120000.0,0,1,0
8323,8323,58,25/03/2018,89000.0,1,0,0
8324,8324,52,20/08/2016,89000.0,0,1,0
8325,8325,68,17/12/2015,57000.0,0,1,0
8326,8326,64,13/06/2017,71000.0,1,0,0
8327,8327,44,15/04/2018,40000.0,0,1,0
8328,8328,58,06/09/2016,81000.0,1,0,0
8329,8329,21,23/11/2016,62000.0,0,1,0
8330,8330,81,23/06/2018,38000.0,0,1,0
8331,8331,50,11/07/2018,39000.0,0,1,0
8332,8332,20,03/12/2015,45000.0,0,1,0
8333,8333,61,31/10/2017,77000.0,1,0,0
8334,8334,75,09/01/2018,42000.0,1,0,0
8335,8335,72,14/05/2018,62000.0,1,0,0
8337,8337,33,20/05/2017,38000.0,0,1,0
8338,8338,51,05/04/2017,71000.0,1,0,0
8339,8339,51,20/11/2017,52000.0,0,1,0
8341,8341,88,25/11/2017,52000.0,0,1,0
8342,8342,54,23/01/2016,56000.0,0,1,0
8343,8343,22,15/11/2017,45000.0,1,0,0
8344,8344,67,17/08/2017,51000.0,0,1,0
8345,8345,59,28/11/2017,42000.0,0,1,0
8346,8346,35,17/01/2018,51000.0,1,0,0
8347,8347,53,09/02/2014,35000.0,0,1,0
8348,8348,67,07/10/2017,57000.0,1,0,0
8350,8350,57,08/08/2015,63000.0,0,1,0
8351,8351,43,23/08/2016,75000.0,0,1,0
8352,8352,34,20/01/2016,75000.0,1,0,0
8353,8353,61,27/07/2017,56000.0,0,1,0
8354,8354,59,12/01/2016,116000.0,1,0,0
8355,8355,63,07/12/2017,65000.0,0,1,0
8356,8356,40,21/07/2018,73000.0,1,0,0
8359,8359,51,04/02/2018,80000.0,1,0,0
8362,8362,54,19/04/2014,40000.0,0,1,0
8363,8363,42,01/04/2018,70000.0,0,1,0
8364,8364,53,22/09/2017,94000.0,1,0,0
8365,8365,76,05/04/2017,95000.0,1,0,0
8366,8366,60,17/01/2018,73000.0,1,0,0
8367,8367,41,15/01/2018,35000.0,0,1,0
8368,8368,63,20/11/2017,94000.0,0,1,0
8369,8369,34,30/05/2018,35000.0,0,1,0
8370,8370,60,27/09/2017,88000.0,1,0,0
8371,8371,87,19/01/2018,57000.0,0,1,0
8372,8372,69,12/10/2013,95000.0,1,0,0
8373,8373,35,27/02/2018,52000.0,0,1,0
8374,8374,43,21/12/2016,61000.0,1,0,0
8375,8375,56,06/06/2018,93000.0,1,0,0
8377,8377,63,17/05/2016,79000.0,0,1,0
8378,8378,37,08/12/2017,77000.0,0,1,0
8379,8379,65,13/11/2017,70000.0,0,1,0
8381,8381,63,11/12/2017,61000.0,0,1,0
8382,8382,26,25/10/2017,31000.0,1,0,0
8383,8383,31,21/12/2017,32000.0,1,0,0
8385,8385,87,26/12/2017,79000.0,1,0,0
8386,8386,24,08/11/2017,56000.0,0,1,0
8387,8387,69,01/05/2016,78000.0,1,0,0
8388,8388,64,25/10/2017,59000.0,1,0,0
8389,8389,92,30/11/2014,77000.0,1,0,0
8390,8390,37,01/12/2017,50000.0,0,1,0
8391,8391,26,05/10/2016,36000.0,1,0,0
8392,8392,29,21/09/2017,70000.0,0,1,0
8393,8393,39,15/10/2016,74000.0,1,0,0
8395,8395,45,04/04/2018,63000.0,0,1,0
8396,8396,50,14/06/2018,59000.0,0,1,0
8397,8397,53,10/01/2017,55000.0,1,0,0
8398,8398,56,13/10/2017,111000.0,0,1,0
8399,8399,30,08/01/2018,47000.0,0,1,0
8400,8400,33,06/03/2018,54000.0,1,0,0
8401,8401,56,10/04/2018,57000.0,1,0,0
8403,8403,31,06/11/2016,53000.0,1,0,0
8404,8404,53,17/11/2016,41000.0,0,1,0
8405,8405,60,05/12/2017,32000.0,1,0,0
8406,8406,36,13/08/2017,48000.0,0,1,0
8408,8408,63,07/11/2017,38000.0,0,1,0
8409,8409,70,15/12/2016,66000.0,0,1,0
8410,8410,63,27/10/2016,89000.0,0,1,0
8411,8411,51,04/12/2016,65000.0,1,0,0
8412,8412,21,26/05/2016,48000.0,0,1,0
8413,8413,24,11/11/2016,60000.0,1,0,0
8414,8414,73,24/07/2018,32000.0,0,1,0
8415,8415,49,22/02/2017,56000.0,1,0,0
8416,8416,56,01/11/2017,42000.0,0,1,0
8417,8417,87,23/12/2017,54000.0,0,1,0
8418,8418,53,22/01/2018,62000.0,1,0,0
8419,8419,33,24/10/2017,34000.0,0,1,0
8420,8420,51,13/12/2017,40000.0,0,1,0
8421,8421,78,05/08/2016,87000.0,0,1,0
8423,8423,63,08/11/2015,70000.0,0,1,0
8424,8424,77,10/07/2016,78000.0,1,0,0
8425,8425,25,19/06/2017,37000.0,0,1,0
8426,8426,48,23/03/2017,43000.0,0,1,0
8427,8427,58,22/11/2016,72000.0,1,0,0
8429,8429,44,12/06/2016,56000.0,1,0,0
8432,8432,53,05/09/2016,66000.0,1,0,0
8433,8433,50,26/06/2016,103000.0,1,0,0
8434,8434,59,16/06/2015,38000.0,1,0,0
8435,8435,65,13/06/2015,36000.0,0,1,0
8436,8436,68,10/02/2016,77000.0,0,1,0
8437,8437,47,20/04/2017,55000.0,0,1,0
8438,8438,59,23/10/2017,57000.0,1,0,0
8439,8439,55,27/05/2016,58000.0,1,0,0
8441,8441,73,07/08/2017,57000.0,1,0,0
8442,8442,41,26/08/2015,40000.0,1,0,0
8443,8443,32,17/12/2017,38000.0,0,1,0
8444,8444,73,27/10/2017,55000.0,0,1,0
8445,8445,55,07/08/2017,87000.0,1,0,0
8446,8446,63,22/01/2018,57000.0,0,1,0
8447,8447,66,05/03/2017,76000.0,0,1,0
8448,8448,23,09/03/2014,39000.0,0,1,0
8449,8449,70,15/01/2018,68000.0,0,1,0
8450,8450,60,19/12/2017,85000.0,1,0,0
8451,8451,21,19/08/2015,39000.0,0,1,0
8453,8453,92,01/05/2018,63000.0,1,0,0
8454,8454,81,22/01/2018,108000.0,1,0,0
8455,8455,59,20/05/2017,108000.0,0,1,0
8456,8456,67,29/01/2018,87000.0,1,0,0
8458,8458,48,16/05/2017,52000.0,1,0,0
8459,8459,28,04/11/2017,35000.0,0,1,0
8462,8462,66,28/07/2017,49000.0,0,1,0
8463,8463,64,06/02/2017,98000.0,1,0,0
8466,8466,51,18/05/2014,63000.0,0,1,0
8468,8468,30,01/12/2017,51000.0,1,0,0
8469,8469,31,06/10/2017,34000.0,0,1,0
8470,8470,35,01/12/2017,38000.0,0,1,0
8471,8471,57,19/11/2015,116000.0,1,0,0
8472,8472,70,12/08/2015,97000.0,1,0,0
8473,8473,67,26/06/2018,37000.0,0,0,1
8474,8474,60,16/07/2018,97000.0,0,1,0
8475,8475,78,24/05/2014,72000.0,1,0,0
8476,8476,82,18/11/2017,109000.0,1,0,0
8477,8477,49,09/02/2018,77000.0,0,1,0
8478,8478,73,06/10/2017,39000.0,1,0,0
8479,8479,39,27/11/2016,47000.0,1,0,0
8480,8480,30,01/05/2018,73000.0,0,1,0
8481,8481,59,11/01/2018,85000.0,0,1,0
8482,8482,72,14/08/2017,37000.0,0,1,0
8483,8483,46,20/12/2015,54000.0,1,0,0
8484,8484,43,01/12/2015,53000.0,0,1,0
8485,8485,53,28/04/2015,69000.0,1,0,0
8486,8486,49,14/03/2018,75000.0,1,0,0
8487,8487,61,06/07/2017,72000.0,1,0,0
8488,8488,22,08/06/2014,50000.0,0,1,0
8489,8489,37,23/02/2018,39000.0,0,1,0
8490,8490,45,01/01/2018,73000.0,0,1,0
8491,8491,40,24/03/2018,42000.0,0,1,0
8493,8493,91,20/08/2016,95000.0,1,0,0
8494,8494,75,22/03/2018,42000.0,0,1,0
8495,8495,54,16/08/2015,77000.0,1,0,0
8496,8496,37,22/01/2018,57000.0,0,1,0
8497,8497,32,05/10/2017,32000.0,0,1,0
8499,8499,21,02/03/2018,35000.0,0,1,0
8500,8500,62,17/08/2016,58000.0,0,1,0
8501,8501,67,17/10/2017,116000.0,1,0,0
8502,8502,31,07/11/2017,30000.0,1,0,0
8503,8503,41,04/05/2016,81000.0,0,1,0
8505,8505,65,12/10/2015,97000.0,1,0,0
8506,8506,55,06/06/2018,76000.0,0,1,0
8507,8507,56,26/11/2014,51000.0,0,1,0
8508,8508,66,04/07/2016,70000.0,0,1,0
8510,8510,58,07/12/2017,61000.0,0,1,0
8511,8511,58,07/12/2017,59000.0,0,1,0
8512,8512,37,05/08/2016,64000.0,1,0,0
8515,8515,64,03/12/2015,77000.0,0,1,0
8516,8516,34,03/12/2016,60000.0,0,1,0
8517,8517,49,17/12/2017,115000.0,1,0,0
8518,8518,71,02/01/2017,84000.0,0,1,0
8519,8519,62,26/08/2017,74000.0,0,0,1
8520,8520,58,03/07/2018,43000.0,0,1,0
8522,8522,91,14/06/2018,52000.0,0,1,0
8523,8523,56,30/06/2018,70000.0,0,1,0
8525,8525,54,27/01/2016,92000.0,0,1,0
8526,8526,65,21/03/2017,71000.0,0,1,0
8527,8527,45,23/09/2017,98000.0,1,0,0
8528,8528,49,30/10/2017,63000.0,1,0,0
8529,8529,54,20/08/2013,40000.0,0,1,0
8530,8530,92,22/01/2018,53000.0,0,1,0
8532,8532,61,02/02/2018,43000.0,0,1,0
8533,8533,55,01/02/2017,98000.0,0,1,0
8534,8534,58,19/08/2017,77000.0,1,0,0
8535,8535,61,30/03/2016,76000.0,1,0,0
8536,8536,22,15/08/2017,40000.0,1,0,0
8537,8537,54,06/09/2013,38000.0,0,1,0
8538,8538,83,07/06/2018,31000.0,1,0,0
8539,8539,19,20/01/2018,74000.0,0,1,0
8540,8540,45,24/05/2016,71000.0,0,1,0
8542,8542,69,21/04/2018,61000.0,0,1,0
8543,8543,55,16/12/2013,96000.0,0,1,0
8544,8544,59,22/12/2017,90000.0,0,1,0
8545,8545,61,05/01/2018,45000.0,1,0,0
8546,8546,68,21/03/2016,49000.0,0,1,0
8547,8547,54,26/10/2016,64000.0,0,1,0
8548,8548,36,05/08/2013,40000.0,0,1,0
8549,8549,60,01/02/2017,69000.0,0,0,1
8550,8550,28,17/03/2018,41000.0,1,0,0
8551,8551,42,07/06/2018,44000.0,0,1,0
8552,8552,69,20/12/2015,105000.0,1,0,0
8553,8553,47,20/06/2014,97000.0,1,0,0
8554,8554,21,30/06/2015,45000.0,0,0,1
8555,8555,62,12/03/2018,56000.0,0,1,0
8556,8556,59,12/12/2017,67000.0,0,1,0
8557,8557,30,03/12/2017,40000.0,1,0,0
8558,8558,38,17/05/2018,59000.0,1,0,0
8559,8559,70,02/11/2017,74000.0,0,1,0
8560,8560,55,12/09/2016,88000.0,0,1,0
8561,8561,68,24/02/2015,73000.0,0,1,0
8562,8562,26,27/01/2017,52000.0,1,0,0
8563,8563,50,13/09/2017,63000.0,1,0,0
8564,8564,59,09/03/2018,71000.0,0,1,0
8567,8567,43,12/04/2016,66000.0,1,0,0
8568,8568,64,24/04/2018,51000.0,1,0,0
8569,8569,44,29/07/2014,59000.0,0,1,0
8570,8570,32,05/12/2017,41000.0,0,1,0
8571,8571,49,25/10/2015,60000.0,1,0,0
8572,8572,64,09/10/2017,80000.0,1,0,0
8573,8573,68,01/09/2017,92000.0,1,0,0
8574,8574,48,09/11/2013,56000.0,0,1,0
8575,8575,23,03/07/2018,41000.0,1,0,0
8576,8576,64,30/04/2016,56000.0,1,0,0
8577,8577,29,20/09/2017,43000.0,0,1,0
8578,8578,25,26/10/2017,58000.0,0,1,0
8579,8579,73,14/02/2016,72000.0,1,0,0
8580,8580,47,31/05/2018,54000.0,0,1,0
8581,8581,82,12/04/2015,32000.0,0,1,0
8582,8582,66,24/01/2018,75000.0,1,0,0
8583,8583,31,20/07/2018,31000.0,0,1,0
8585,8585,49,16/12/2017,109000.0,0,1,0
8586,8586,50,09/11/2017,72000.0,1,0,0
8587,8587,73,18/07/2016,63000.0,1,0,0
8588,8588,54,24/10/2017,34000.0,0,1,0
8589,8589,43,12/05/2014,69000.0,1,0,0
8590,8590,73,17/12/2015,91000.0,1,0,0
8591,8591,63,13/12/2017,111000.0,0,1,0
8593,8593,35,26/11/2015,47000.0,0,1,0
8594,8594,51,10/12/2017,45000.0,0,1,0
8596,8596,48,23/09/2017,62000.0,1,0,0
8598,8598,58,24/08/2017,53000.0,0,1,0
8599,8599,73,29/01/2018,37000.0,1,0,0
8600,8600,40,07/10/2017,63000.0,1,0,0
8601,8601,55,12/09/2017,79000.0,0,1,0
8602,8602,49,17/06/2018,57000.0,0,1,0
8603,8603,34,24/06/2018,37000.0,0,1,0
8604,8604,73,19/02/2015,46000.0,0,1,0
8605,8605,77,09/08/2017,32000.0,0,1,0
8606,8606,63,22/03/2017,84000.0,1,0,0
8607,8607,56,02/03/2018,67000.0,1,0,0
8609,8609,51,09/11/2015,52000.0,1,0,0
8610,8610,54,22/09/2017,62000.0,1,0,0
8612,8612,18,16/10/2017,51000.0,1,0,0
8614,8614,52,24/03/2016,115000.0,1,0,0
8615,8615,46,21/05/2018,36000.0,0,1,0
8616,8616,40,19/12/2017,38000.0,0,1,0
8618,8618,25,07/11/2017,49000.0,0,1,0
8619,8619,28,21/06/2016,35000.0,0,1,0
8620,8620,34,14/11/2017,46000.0,1,0,0
8621,8621,56,05/04/2018,50000.0,0,1,0
8623,8623,60,11/10/2017,48000.0,0,1,0
8624,8624,69,28/03/2016,36000.0,1,0,0
8625,8625,56,05/06/2018,85000.0,1,0,0
8626,8626,43,20/09/2015,62000.0,0,1,0
8627,8627,56,23/03/2016,67000.0,0,1,0
8628,8628,28,09/11/2017,59000.0,0,1,0
8629,8629,47,26/08/2017,32000.0,0,1,0
8630,8630,52,01/09/2015,73000.0,0,1,0
8631,8631,37,22/11/2017,60000.0,0,1,0
8632,8632,55,07/06/2016,75000.0,0,1,0
8633,8633,24,11/05/2018,41000.0,0,1,0
8634,8634,24,03/10/2017,73000.0,1,0,0
8635,8635,24,17/10/2017,41000.0,1,0,0
8636,8636,49,01/08/2017,112000.0,1,0,0
8637,8637,28,24/08/2016,34000.0,1,0,0
8638,8638,96,09/03/2018,55000.0,1,0,0
8639,8639,34,26/06/2017,72000.0,0,0,1
8640,8640,41,19/03/2016,91000.0,0,1,0
8641,8641,59,31/12/2017,96000.0,1,0,0
8642,8642,53,20/07/2017,52000.0,0,1,0
8643,8643,42,23/07/2015,31000.0,0,1,0
8644,8644,21,07/06/2014,56000.0,0,1,0
8645,8645,80,17/11/2015,68000.0,0,1,0
8646,8646,39,13/09/2015,58000.0,1,0,0
8647,8647,47,23/04/2018,51000.0,0,0,1
8648,8648,58,27/08/2017,92000.0,0,1,0
8650,8650,49,02/01/2018,65000.0,0,1,0
8651,8651,57,24/06/2017,64000.0,0,1,0
8652,8652,82,10/03/2017,104000.0,1,0,0
8653,8653,66,18/09/2016,53000.0,0,1,0
8655,8655,54,04/02/2018,66000.0,1,0,0
8656,8656,50,07/11/2017,54000.0,0,1,0
8657,8657,62,24/12/2015,85000.0,1,0,0
8658,8658,63,15/07/2014,76000.0,1,0,0
8659,8659,27,12/09/2017,33000.0,0,1,0
8660,8660,68,28/12/2017,53000.0,1,0,0
8661,8661,36,05/05/2018,48000.0,0,1,0
8662,8662,42,31/08/2013,60000.0,0,1,0
8663,8663,71,30/07/2017,70000.0,0,1,0
8664,8664,37,11/11/2017,34000.0,0,1,0
8666,8666,70,06/01/2018,47000.0,0,1,0
8667,8667,35,29/07/2017,41000.0,0,1,0
8668,8668,43,12/01/2016,42000.0,0,1,0
8669,8669,19,10/04/2018,55000.0,1,0,0
8670,8670,34,01/08/2017,34000.0,1,0,0
8671,8671,57,01/12/2014,62000.0,1,0,0
8672,8672,54,10/02/2018,53000.0,0,1,0
8673,8673,54,11/06/2018,64000.0,0,1,0
8674,8674,69,07/03/2015,56000.0,0,1,0
8675,8675,35,28/06/2016,42000.0,1,0,0
8676,8676,42,22/10/2015,50000.0,1,0,0
8677,8677,39,15/04/2014,31000.0,1,0,0
8678,8678,51,12/04/2018,35000.0,1,0,0
8679,8679,55,27/10/2016,79000.0,0,1,0
8680,8680,61,20/08/2017,60000.0,1,0,0
8681,8681,53,22/09/2015,76000.0,1,0,0
8683,8683,59,11/08/2017,106000.0,1,0,0
8684,8684,41,28/01/2018,72000.0,1,0,0
8685,8685,55,01/05/2016,34000.0,0,1,0
8686,8686,41,19/09/2017,68000.0,0,1,0
8687,8687,42,26/01/2016,46000.0,1,0,0
8688,8688,64,12/02/2018,119000.0,1,0,0
8689,8689,30,29/06/2018,61000.0,1,0,0
8690,8690,55,05/09/2017,98000.0,1,0,0
8692,8692,57,18/05/2017,72000.0,0,1,0
8693,8693,50,07/11/2015,106000.0,1,0,0
8694,8694,67,27/03/2018,67000.0,1,0,0
8695,8695,56,06/05/2016,66000.0,1,0,0
8696,8696,79,24/02/2016,61000.0,0,1,0
8697,8697,71,06/06/2018,107000.0,1,0,0
8698,8698,44,10/11/2017,93000.0,0,1,0
8699,8699,46,30/10/2017,53000.0,0,1,0
8700,8700,54,25/01/2017,72000.0,1,0,0
8701,8701,75,20/09/2016,98000.0,0,1,0
8702,8702,63,19/08/2017,31000.0,0,1,0
8703,8703,20,12/02/2018,32000.0,1,0,0
8704,8704,55,30/08/2017,74000.0,0,1,0
8705,8705,52,01/08/2017,58000.0,0,1,0
8706,8706,21,12/08/2014,34000.0,0,1,0
8707,8707,74,23/09/2016,109000.0,1,0,0
8708,8708,51,21/09/2015,105000.0,1,0,0
8709,8709,47,04/08/2016,41000.0,0,1,0
8710,8710,46,27/10/2017,32000.0,0,1,0
8711,8711,54,10/10/2017,89000.0,1,0,0
8714,8714,76,24/03/2018,50000.0,0,1,0
8716,8716,64,01/07/2016,95000.0,0,1,0
8717,8717,59,03/09/2015,45000.0,0,1,0
8718,8718,73,24/07/2018,65000.0,0,1,0
8720,8720,63,18/06/2016,65000.0,1,0,0
8721,8721,36,12/06/2017,34000.0,0,1,0
8722,8722,82,25/12/2015,55000.0,1,0,0
8723,8723,58,12/11/2013,71000.0,0,1,0
8724,8724,39,04/11/2017,74000.0,0,1,0
8725,8725,48,06/02/2016,93000.0,0,1,0
8726,8726,46,13/11/2017,50000.0,1,0,0
8727,8727,45,14/11/2017,39000.0,1,0,0
8729,8729,25,17/10/2014,60000.0,1,0,0
8730,8730,32,08/02/2018,40000.0,0,1,0
8731,8731,61,18/10/2017,74000.0,0,1,0
8732,8732,69,24/09/2016,89000.0,0,1,0
8733,8733,69,18/01/2018,67000.0,1,0,0
8735,8735,49,06/10/2015,37000.0,0,1,0
8736,8736,38,17/05/2018,62000.0,0,1,0
8737,8737,31,04/11/2015,60000.0,0,1,0
8739,8739,58,15/08/2017,66000.0,0,1,0
8740,8740,46,20/07/2017,49000.0,0,1,0
8741,8741,47,22/06/2018,41000.0,0,1,0
8742,8742,37,05/11/2017,41000.0,0,1,0
8743,8743,53,08/04/2017,53000.0,0,1,0
8744,8744,42,05/12/2017,78000.0,0,1,0
8745,8745,61,15/08/2017,79000.0,1,0,0
8746,8746,23,16/09/2017,32000.0,1,0,0
8747,8747,81,02/11/2017,76000.0,0,1,0
8748,8748,59,20/12/2015,118000.0,1,0,0
8749,8749,20,18/11/2016,72000.0,0,1,0
8750,8750,68,09/08/2017,42000.0,0,1,0
8751,8751,71,31/10/2016,82000.0,1,0,0
8752,8752,40,05/08/2015,52000.0,0,1,0
8754,8754,57,18/10/2017,87000.0,1,0,0
8755,8755,20,27/07/2017,53000.0,0,1,0
8756,8756,49,24/02/2017,100000.0,1,0,0
8757,8757,81,21/07/2018,98000.0,1,0,0
8758,8758,63,13/02/2014,42000.0,0,1,0
8760,8760,22,16/08/2017,50000.0,0,1,0
8761,8761,70,01/07/2016,70000.0,1,0,0
8763,8763,51,07/06/2018,34000.0,0,1,0
8764,8764,42,02/10/2016,69000.0,0,1,0
8765,8765,61,28/05/2018,56000.0,0,1,0
8766,8766,44,30/08/2015,81000.0,0,1,0
8767,8767,35,06/08/2016,70000.0,1,0,0
8769,8769,33,15/12/2016,56000.0,0,1,0
8770,8770,54,06/01/2018,42000.0,0,1,0
8771,8771,71,15/06/2018,97000.0,0,1,0
8772,8772,62,05/07/2018,36000.0,1,0,0
8774,8774,42,24/07/2018,52000.0,1,0,0
8775,8775,61,08/01/2016,44000.0,0,1,0
8776,8776,48,29/08/2013,74000.0,1,0,0
8777,8777,58,03/12/2017,89000.0,0,1,0
8778,8778,75,09/08/2017,92000.0,0,1,0
8779,8779,68,04/08/2016,104000.0,0,1,0
8780,8780,35,28/01/2018,49000.0,0,1,0
8781,8781,59,12/09/2017,81000.0,0,1,0
8782,8782,79,07/12/2017,74000.0,1,0,0
8783,8783,28,11/10/2016,68000.0,1,0,0
8784,8784,51,19/03/2017,80000.0,1,0,0
8785,8785,35,26/10/2014,35000.0,0,1,0
8787,8787,60,20/08/2013,57000.0,1,0,0
8788,8788,48,23/10/2013,99000.0,1,0,0
8789,8789,49,12/02/2017,57000.0,1,0,0
8790,8790,67,06/12/2016,75000.0,0,1,0
8791,8791,84,15/05/2018,106000.0,1,0,0
8792,8792,36,28/10/2017,73000.0,0,1,0
8793,8793,55,08/01/2017,34000.0,0,1,0
8794,8794,62,27/10/2017,52000.0,0,1,0
8795,8795,26,03/11/2017,68000.0,1,0,0
8799,8799,45,20/10/2017,59000.0,1,0,0
8800,8800,78,16/03/2016,61000.0,0,1,0
8801,8801,38,02/10/2016,64000.0,0,1,0
8803,8803,45,19/09/2017,46000.0,1,0,0
8804,8804,71,18/09/2017,108000.0,1,0,0
8805,8805,39,20/08/2017,52000.0,0,1,0
8806,8806,36,09/09/2017,90000.0,0,1,0
8808,8808,81,28/09/2016,102000.0,1,0,0
8809,8809,46,28/06/2017,66000.0,1,0,0
8810,8810,60,30/12/2017,50000.0,0,1,0
8812,8812,21,15/06/2018,32000.0,0,1,0
8814,8814,52,20/05/2014,32000.0,1,0,0
8816,8816,51,19/04/2018,46000.0,0,1,0
8818,8818,41,22/04/2018,40000.0,0,1,0
8819,8819,45,18/06/2018,70000.0,1,0,0
8820,8820,66,28/11/2017,111000.0,1,0,0
8822,8822,58,23/09/2017,113000.0,1,0,0
8823,8823,67,07/08/2017,104000.0,1,0,0
8824,8824,67,22/05/2018,88000.0,1,0,0
8825,8825,63,19/06/2016,83000.0,0,1,0
8826,8826,71,20/06/2017,69000.0,1,0,0
8827,8827,74,09/05/2017,97000.0,0,1,0
8828,8828,82,21/05/2018,91000.0,0,1,0
8829,8829,43,15/10/2013,39000.0,0,1,0
8830,8830,19,01/04/2018,67000.0,0,1,0
8831,8831,53,21/08/2016,85000.0,0,1,0
8832,8832,36,29/04/2018,41000.0,0,1,0
8833,8833,40,27/07/2016,86000.0,0,1,0
8835,8835,30,15/11/2017,62000.0,0,1,0
8837,8837,94,03/12/2017,76000.0,1,0,0
8839,8839,74,22/01/2018,90000.0,0,1,0
8840,8840,53,02/11/2015,81000.0,0,1,0
8842,8842,21,21/09/2017,68000.0,0,1,0
8843,8843,74,22/05/2018,95000.0,0,1,0
8844,8844,41,13/11/2015,52000.0,0,1,0
8845,8845,50,07/07/2018,84000.0,1,0,0
8846,8846,57,25/07/2016,100000.0,1,0,0
8847,8847,71,02/10/2017,53000.0,0,1,0
8848,8848,93,31/12/2017,110000.0,1,0,0
8849,8849,46,27/12/2015,53000.0,0,1,0
8850,8850,52,06/01/2018,44000.0,0,1,0
8851,8851,73,30/12/2017,68000.0,0,1,0
8852,8852,75,11/12/2013,43000.0,0,1,0
8853,8853,45,20/11/2016,67000.0,0,1,0
8854,8854,60,17/12/2017,32000.0,1,0,0
8855,8855,62,07/05/2016,85000.0,0,1,0
8856,8856,75,17/04/2015,52000.0,1,0,0
8857,8857,74,02/11/2014,98000.0,1,0,0
8858,8858,51,14/06/2017,82000.0,0,1,0
8859,8859,54,26/11/2015,96000.0,1,0,0
8860,8860,70,02/01/2018,64000.0,0,1,0
8861,8861,66,20/01/2018,64000.0,0,1,0
8863,8863,45,21/03/2016,73000.0,0,1,0
8864,8864,58,29/04/2018,91000.0,1,0,0
8865,8865,22,12/06/2014,73000.0,1,0,0
8866,8866,55,21/12/2017,80000.0,1,0,0
8867,8867,54,25/03/2015,41000.0,0,1,0
8869,8869,63,15/02/2016,119000.0,1,0,0
8870,8870,61,02/12/2016,54000.0,0,1,0
8871,8871,23,22/08/2017,69000.0,0,1,0
8873,8873,61,10/06/2018,53000.0,0,1,0
8874,8874,49,05/05/2018,47000.0,0,1,0
8875,8875,55,28/08/2016,82000.0,1,0,0
8876,8876,72,14/06/2017,43000.0,0,1,0
8878,8878,64,13/11/2017,76000.0,0,0,1
8879,8879,56,02/08/2015,57000.0,1,0,0
8880,8880,74,18/01/2018,36000.0,1,0,0
8881,8881,56,27/02/2018,76000.0,1,0,0
8882,8882,76,21/03/2018,50000.0,0,1,0
8883,8883,68,24/09/2017,97000.0,1,0,0
8884,8884,66,23/05/2016,88000.0,0,1,0
8885,8885,47,10/11/2013,30000.0,0,1,0
8886,8886,38,10/05/2018,37000.0,0,1,0
8888,8888,45,01/05/2016,43000.0,0,1,0
8889,8889,62,15/08/2015,72000.0,0,1,0
